step,tokens_seen,train_loss,val_loss,learning_rate
36400,298188800,4.573108,4.503061,0.00001000
36420,298352640,4.512004,4.503061,0.00001000
36440,298516480,4.254123,4.503061,0.00001000
36460,298680320,4.408062,4.503061,0.00001000
36480,298844160,4.384235,4.503061,0.00001000
36500,299008000,4.196510,4.503061,0.00001000
36520,299171840,4.237012,4.503061,0.00001000
36540,299335680,4.390279,4.503061,0.00001000
36560,299499520,4.591475,4.503061,0.00001000
36580,299663360,4.517177,4.503061,0.00001000
36600,299827200,4.412488,4.422121,0.00001000
36620,299991040,4.435048,4.422121,0.00001000
36640,300154880,4.433936,4.422121,0.00001000
36660,300318720,4.416746,4.422121,0.00001000
36680,300482560,4.422037,4.422121,0.00001000
36700,300646400,4.475185,4.422121,0.00001000
36720,300810240,4.613991,4.422121,0.00001000
36740,300974080,4.455431,4.422121,0.00001000
36760,301137920,4.307823,4.422121,0.00001000
36780,301301760,4.566675,4.422121,0.00001000
36800,301465600,4.497239,4.495944,0.00001000
36820,301629440,4.385600,4.495944,0.00001000
36840,301793280,4.386211,4.495944,0.00001000
36860,301957120,4.398854,4.495944,0.00001000
36880,302120960,4.552410,4.495944,0.00001000
36900,302284800,4.319174,4.495944,0.00001000
36920,302448640,4.445043,4.495944,0.00001000
36940,302612480,4.153990,4.495944,0.00001000
36960,302776320,4.296053,4.495944,0.00001000
36980,302940160,4.408549,4.495944,0.00001000
37000,303104000,4.471395,4.422699,0.00001000
37020,303267840,4.385338,4.422699,0.00001000
37040,303431680,4.211312,4.422699,0.00001000
37060,303595520,4.542444,4.422699,0.00001000
37080,303759360,4.570020,4.422699,0.00001000
37100,303923200,4.466681,4.422699,0.00001000
37120,304087040,4.743588,4.422699,0.00001000
37140,304250880,4.345511,4.422699,0.00001000
37160,304414720,4.403852,4.422699,0.00001000
37180,304578560,4.387261,4.422699,0.00001000
37200,304742400,4.468315,4.371660,0.00001000
37220,304906240,4.617449,4.371660,0.00001000
37240,305070080,4.553221,4.371660,0.00001000
37260,305233920,4.269054,4.371660,0.00001000
37280,305397760,4.527489,4.371660,0.00001000
37300,305561600,4.448513,4.371660,0.00001000
37320,305725440,4.276998,4.371660,0.00001000
37340,305889280,4.556770,4.371660,0.00001000
37360,306053120,4.386014,4.371660,0.00001000
37380,306216960,4.301153,4.371660,0.00001000
37400,306380800,4.424449,4.476308,0.00001000
37420,306544640,4.512261,4.476308,0.00001000
37440,306708480,4.438765,4.476308,0.00001000
37460,306872320,4.579442,4.476308,0.00001000
37480,307036160,4.513654,4.476308,0.00001000
37500,307200000,4.436742,4.476308,0.00001000
37520,307363840,4.103598,4.476308,0.00001000
37540,307527680,4.419864,4.476308,0.00001000
37560,307691520,4.273972,4.476308,0.00001000
37580,307855360,4.381700,4.476308,0.00001000
37600,308019200,4.518511,4.444181,0.00001000
37620,308183040,4.425477,4.444181,0.00001000
37640,308346880,4.370831,4.444181,0.00001000
37660,308510720,4.642386,4.444181,0.00001000
37680,308674560,4.439333,4.444181,0.00001000
37700,308838400,4.610418,4.444181,0.00001000
37720,309002240,4.365076,4.444181,0.00001000
37740,309166080,4.438015,4.444181,0.00001000
37760,309329920,4.332361,4.444181,0.00001000
37780,309493760,4.280066,4.444181,0.00001000
37800,309657600,4.356393,4.391359,0.00001000
37820,309821440,4.466046,4.391359,0.00001000
37840,309985280,4.190619,4.391359,0.00001000
37860,310149120,4.289174,4.391359,0.00001000
37880,310312960,4.173607,4.391359,0.00001000
37900,310476800,4.391830,4.391359,0.00001000
37920,310640640,4.281286,4.391359,0.00001000
37940,310804480,4.378671,4.391359,0.00001000
37960,310968320,4.550360,4.391359,0.00001000
37980,311132160,4.535304,4.391359,0.00001000
38000,311296000,4.418082,4.431591,0.00001000
38020,311459840,4.270560,4.431591,0.00001000
38040,311623680,4.358498,4.431591,0.00001000
38060,311787520,4.321600,4.431591,0.00001000
38080,311951360,4.303366,4.431591,0.00001000
38100,312115200,4.456214,4.431591,0.00001000
38120,312279040,4.465059,4.431591,0.00001000
38140,312442880,4.143253,4.431591,0.00001000
38160,312606720,4.542223,4.431591,0.00001000
38180,312770560,4.452871,4.431591,0.00001000
38200,312934400,4.474326,4.366818,0.00001000
38220,313098240,4.567354,4.366818,0.00001000
38240,313262080,4.355582,4.366818,0.00001000
38260,313425920,4.518447,4.366818,0.00001000
38280,313589760,4.312561,4.366818,0.00001000
38300,313753600,4.711310,4.366818,0.00001000
38320,313917440,4.248419,4.366818,0.00001000
38340,314081280,4.182225,4.366818,0.00001000
38360,314245120,4.376342,4.366818,0.00001000
38380,314408960,4.383589,4.366818,0.00001000
38400,314572800,4.463623,4.587550,0.00001000
38420,314736640,4.554897,4.587550,0.00001000
38440,314900480,4.323673,4.587550,0.00001000
38460,315064320,4.421072,4.587550,0.00001000
38480,315228160,4.459083,4.587550,0.00001000
38500,315392000,4.409066,4.587550,0.00001000
38520,315555840,4.276493,4.587550,0.00001000
38540,315719680,4.472703,4.587550,0.00001000
38560,315883520,4.233689,4.587550,0.00001000
38580,316047360,4.282003,4.587550,0.00001000
38600,316211200,4.475121,4.479514,0.00001000
38620,316375040,4.290639,4.479514,0.00001000
38640,316538880,4.383681,4.479514,0.00001000
38660,316702720,4.315933,4.479514,0.00001000
38680,316866560,4.458398,4.479514,0.00001000
38700,317030400,4.525089,4.479514,0.00001000
38720,317194240,4.254267,4.479514,0.00001000
38740,317358080,4.359500,4.479514,0.00001000
38760,317521920,4.099601,4.479514,0.00001000
38780,317685760,4.375329,4.479514,0.00001000
38800,317849600,4.479836,4.371884,0.00001000
38820,318013440,4.141505,4.371884,0.00001000
38840,318177280,4.386101,4.371884,0.00001000
38860,318341120,4.282882,4.371884,0.00001000
38880,318504960,4.563767,4.371884,0.00001000
38900,318668800,4.393082,4.371884,0.00001000
38920,318832640,4.531367,4.371884,0.00001000
38940,318996480,4.335950,4.371884,0.00001000
38960,319160320,4.298328,4.371884,0.00001000
38980,319324160,4.458684,4.371884,0.00001000
39000,319488000,4.445157,4.519152,0.00001000
39020,319651840,4.235974,4.519152,0.00001000
39040,319815680,4.235839,4.519152,0.00001000
39060,319979520,4.441594,4.519152,0.00001000
39080,320143360,4.375276,4.519152,0.00001000
39100,320307200,4.433218,4.519152,0.00001000
39120,320471040,4.439468,4.519152,0.00001000
39140,320634880,4.261891,4.519152,0.00001000
39160,320798720,4.456852,4.519152,0.00001000
39180,320962560,4.373583,4.519152,0.00001000
39200,321126400,4.456005,4.541448,0.00001000
39220,321290240,4.707075,4.541448,0.00001000
39240,321454080,4.498393,4.541448,0.00001000
39260,321617920,4.321005,4.541448,0.00001000
39280,321781760,4.508085,4.541448,0.00001000
39300,321945600,4.550349,4.541448,0.00001000
39320,322109440,4.557402,4.541448,0.00001000
39340,322273280,4.403693,4.541448,0.00001000
39360,322437120,4.456851,4.541448,0.00001000
39380,322600960,4.385324,4.541448,0.00001000
39400,322764800,4.444002,4.378556,0.00001000
39420,322928640,4.246384,4.378556,0.00001000
39440,323092480,4.395513,4.378556,0.00001000
39460,323256320,4.503057,4.378556,0.00001000
39480,323420160,4.524114,4.378556,0.00001000
39500,323584000,4.416027,4.378556,0.00001000
39520,323747840,4.396463,4.378556,0.00001000
39540,323911680,4.466361,4.378556,0.00001000
39560,324075520,4.316632,4.378556,0.00001000
39580,324239360,4.459171,4.378556,0.00001000
39600,324403200,4.376248,4.484266,0.00001000
39620,324567040,4.547202,4.484266,0.00001000
39640,324730880,4.276534,4.484266,0.00001000
39660,324894720,4.323847,4.484266,0.00001000
39680,325058560,4.404746,4.484266,0.00001000
39700,325222400,4.375820,4.484266,0.00001000
39720,325386240,4.422176,4.484266,0.00001000
39740,325550080,4.385327,4.484266,0.00001000
39760,325713920,4.500063,4.484266,0.00001000
39780,325877760,4.520783,4.484266,0.00001000
39800,326041600,4.455827,4.459264,0.00001000
39820,326205440,4.400124,4.459264,0.00001000
39840,326369280,4.334007,4.459264,0.00001000
39860,326533120,4.442924,4.459264,0.00001000
39880,326696960,4.367584,4.459264,0.00001000
39900,326860800,4.430339,4.459264,0.00001000
39920,327024640,4.351953,4.459264,0.00001000
39940,327188480,4.438050,4.459264,0.00001000
39960,327352320,4.368049,4.459264,0.00001000
39980,327516160,4.250756,4.459264,0.00001000
40000,327680000,4.405904,4.494509,0.00001000
40020,327843840,4.424653,4.494509,0.00001000
40040,328007680,4.469965,4.494509,0.00001000
40060,328171520,4.461234,4.494509,0.00001000
40080,328335360,4.362236,4.494509,0.00001000
40100,328499200,4.467930,4.494509,0.00001000
40120,328663040,4.468139,4.494509,0.00001000
40140,328826880,4.527770,4.494509,0.00001000
40160,328990720,4.351348,4.494509,0.00001000
40180,329154560,4.181732,4.494509,0.00001000
40200,329318400,4.460444,4.406528,0.00001000
40220,329482240,4.560300,4.406528,0.00001000
40240,329646080,4.326637,4.406528,0.00001000
40260,329809920,4.397520,4.406528,0.00001000
40280,329973760,4.429354,4.406528,0.00001000
40300,330137600,4.295884,4.406528,0.00001000
40320,330301440,4.429734,4.406528,0.00001000
40340,330465280,4.503154,4.406528,0.00001000
40360,330629120,4.395017,4.406528,0.00001000
40380,330792960,4.113214,4.406528,0.00001000
40400,330956800,4.524458,4.490280,0.00001000
40420,331120640,4.356869,4.490280,0.00001000
40440,331284480,4.432132,4.490280,0.00001000
40460,331448320,4.394296,4.490280,0.00001000
40480,331612160,4.481913,4.490280,0.00001000
40500,331776000,4.383298,4.490280,0.00001000
40520,331939840,4.413837,4.490280,0.00001000
40540,332103680,4.205604,4.490280,0.00001000
40560,332267520,4.406122,4.490280,0.00001000
40580,332431360,4.319403,4.490280,0.00001000
40600,332595200,4.384472,4.385673,0.00001000
40620,332759040,4.476813,4.385673,0.00001000
40640,332922880,4.327492,4.385673,0.00001000
40660,333086720,4.342848,4.385673,0.00001000
40680,333250560,4.404710,4.385673,0.00001000
40700,333414400,4.418719,4.385673,0.00001000
40720,333578240,4.343303,4.385673,0.00001000
40740,333742080,4.407350,4.385673,0.00001000
40760,333905920,4.322842,4.385673,0.00001000
40780,334069760,4.400627,4.385673,0.00001000
40800,334233600,4.542740,4.490057,0.00001000
40820,334397440,4.291943,4.490057,0.00001000
40840,334561280,4.397171,4.490057,0.00001000
40860,334725120,4.327905,4.490057,0.00001000
40880,334888960,4.510407,4.490057,0.00001000
40900,335052800,4.388146,4.490057,0.00001000
40920,335216640,4.395817,4.490057,0.00001000
40940,335380480,4.395527,4.490057,0.00001000
40960,335544320,4.301492,4.490057,0.00001000
40980,335708160,4.357000,4.490057,0.00001000
41000,335872000,4.451834,4.412610,0.00001000
41020,336035840,4.630771,4.412610,0.00001000
41040,336199680,4.285437,4.412610,0.00001000
41060,336363520,4.434020,4.412610,0.00001000
41080,336527360,4.372630,4.412610,0.00001000
41100,336691200,4.388264,4.412610,0.00001000
41120,336855040,4.388453,4.412610,0.00001000
41140,337018880,4.440540,4.412610,0.00001000
41160,337182720,4.333971,4.412610,0.00001000
41180,337346560,4.400632,4.412610,0.00001000
41200,337510400,4.299763,4.527357,0.00001000
41220,337674240,4.368644,4.527357,0.00001000
41240,337838080,4.372744,4.527357,0.00001000
41260,338001920,4.429719,4.527357,0.00001000
41280,338165760,4.252989,4.527357,0.00001000
41300,338329600,4.442931,4.527357,0.00001000
41320,338493440,4.335273,4.527357,0.00001000
41340,338657280,4.313118,4.527357,0.00001000
41360,338821120,4.477583,4.527357,0.00001000
41380,338984960,4.266785,4.527357,0.00001000
41400,339148800,4.398602,4.472956,0.00001000
41420,339312640,4.571040,4.472956,0.00001000
41440,339476480,4.360199,4.472956,0.00001000
41460,339640320,4.358843,4.472956,0.00001000
41480,339804160,4.340418,4.472956,0.00001000
41500,339968000,4.279997,4.472956,0.00001000
41520,340131840,4.417599,4.472956,0.00001000
41540,340295680,4.591068,4.472956,0.00001000
41560,340459520,4.339976,4.472956,0.00001000
41580,340623360,4.398470,4.472956,0.00001000
41600,340787200,4.460273,4.482427,0.00001000
41620,340951040,4.267157,4.482427,0.00001000
41640,341114880,4.436960,4.482427,0.00001000
41660,341278720,4.441439,4.482427,0.00001000
41680,341442560,4.470460,4.482427,0.00001000
41700,341606400,4.384378,4.482427,0.00001000
41720,341770240,4.347231,4.482427,0.00001000
41740,341934080,4.456720,4.482427,0.00001000
41760,342097920,4.515507,4.482427,0.00001000
41780,342261760,4.337415,4.482427,0.00001000
41800,342425600,4.395034,4.412260,0.00001000
41820,342589440,4.227017,4.412260,0.00001000
41840,342753280,4.207938,4.412260,0.00001000
41860,342917120,4.232376,4.412260,0.00001000
41880,343080960,4.274864,4.412260,0.00001000
41900,343244800,4.380244,4.412260,0.00001000
41920,343408640,4.359650,4.412260,0.00001000
41940,343572480,4.464906,4.412260,0.00001000
41960,343736320,4.558360,4.412260,0.00001000
41980,343900160,4.518667,4.412260,0.00001000
42000,344064000,4.496297,4.404635,0.00001000
42020,344227840,4.311235,4.404635,0.00001000
42040,344391680,4.390856,4.404635,0.00001000
42060,344555520,4.185618,4.404635,0.00001000
42080,344719360,4.539361,4.404635,0.00001000
42100,344883200,4.507418,4.404635,0.00001000
42120,345047040,4.462357,4.404635,0.00001000
42140,345210880,4.275507,4.404635,0.00001000
42160,345374720,4.381906,4.404635,0.00001000
42180,345538560,4.537618,4.404635,0.00001000
42200,345702400,4.520586,4.458540,0.00001000
42220,345866240,4.334504,4.458540,0.00001000
42240,346030080,4.270107,4.458540,0.00001000
42260,346193920,4.315508,4.458540,0.00001000
42280,346357760,4.363391,4.458540,0.00001000
42300,346521600,4.376166,4.458540,0.00001000
42320,346685440,4.520648,4.458540,0.00001000
42340,346849280,4.370229,4.458540,0.00001000
42360,347013120,4.352920,4.458540,0.00001000
42380,347176960,4.495143,4.458540,0.00001000
42400,347340800,4.365447,4.463938,0.00001000
42420,347504640,4.141567,4.463938,0.00001000
42440,347668480,4.376670,4.463938,0.00001000
42460,347832320,4.482536,4.463938,0.00001000
42480,347996160,4.537094,4.463938,0.00001000
42500,348160000,4.555016,4.463938,0.00001000
42520,348323840,4.603507,4.463938,0.00001000
42540,348487680,4.248278,4.463938,0.00001000
42560,348651520,4.491561,4.463938,0.00001000
42580,348815360,4.349781,4.463938,0.00001000
42600,348979200,4.492561,4.467268,0.00001000
42620,349143040,4.290552,4.467268,0.00001000
42640,349306880,4.437445,4.467268,0.00001000
42660,349470720,4.460717,4.467268,0.00001000
42680,349634560,4.375821,4.467268,0.00001000
42700,349798400,4.512601,4.467268,0.00001000
42720,349962240,4.405821,4.467268,0.00001000
42740,350126080,4.234919,4.467268,0.00001000
42760,350289920,4.256035,4.467268,0.00001000
42780,350453760,4.482355,4.467268,0.00001000
42800,350617600,4.274235,4.428728,0.00001000
42820,350781440,4.442168,4.428728,0.00001000
42840,350945280,4.426415,4.428728,0.00001000
42860,351109120,4.429229,4.428728,0.00001000
42880,351272960,4.379022,4.428728,0.00001000
42900,351436800,4.477683,4.428728,0.00001000
42920,351600640,4.455154,4.428728,0.00001000
42940,351764480,4.289193,4.428728,0.00001000
42960,351928320,4.542692,4.428728,0.00001000
42980,352092160,4.041017,4.428728,0.00001000
43000,352256000,4.340953,4.441554,0.00001000
43020,352419840,4.412533,4.441554,0.00001000
43040,352583680,4.370580,4.441554,0.00001000
43060,352747520,4.524120,4.441554,0.00001000
43080,352911360,4.530745,4.441554,0.00001000
43100,353075200,4.213065,4.441554,0.00001000
43120,353239040,4.309970,4.441554,0.00001000
43140,353402880,4.437156,4.441554,0.00001000
43160,353566720,4.325500,4.441554,0.00001000
43180,353730560,4.598900,4.441554,0.00001000
43200,353894400,4.521582,4.508538,0.00001000
43220,354058240,4.311645,4.508538,0.00001000
43240,354222080,4.204214,4.508538,0.00001000
43260,354385920,4.256320,4.508538,0.00001000
43280,354549760,4.487203,4.508538,0.00001000
43300,354713600,4.315427,4.508538,0.00001000
43320,354877440,4.199192,4.508538,0.00001000
43340,355041280,4.407244,4.508538,0.00001000
43360,355205120,4.339369,4.508538,0.00001000
43380,355368960,4.390842,4.508538,0.00001000
43400,355532800,4.366230,4.500525,0.00001000
43420,355696640,4.277682,4.500525,0.00001000
43440,355860480,4.468416,4.500525,0.00001000
43460,356024320,4.432323,4.500525,0.00001000
43480,356188160,4.203350,4.500525,0.00001000
43500,356352000,4.304773,4.500525,0.00001000
43520,356515840,4.249710,4.500525,0.00001000
43540,356679680,4.120300,4.500525,0.00001000
43560,356843520,4.421349,4.500525,0.00001000
43580,357007360,4.368327,4.500525,0.00001000
43600,357171200,4.442160,4.329131,0.00001000
43620,357335040,4.382749,4.329131,0.00001000
43640,357498880,4.414687,4.329131,0.00001000
43660,357662720,4.575988,4.329131,0.00001000
43680,357826560,4.320675,4.329131,0.00001000
43700,357990400,4.220432,4.329131,0.00001000
43720,358154240,4.381613,4.329131,0.00001000
43740,358318080,4.513150,4.329131,0.00001000
43760,358481920,4.403726,4.329131,0.00001000
43780,358645760,4.468280,4.329131,0.00001000
43800,358809600,4.498980,4.300581,0.00001000
43820,358973440,4.165697,4.300581,0.00001000
43840,359137280,4.416920,4.300581,0.00001000
43860,359301120,4.256081,4.300581,0.00001000
43880,359464960,4.568718,4.300581,0.00001000
43900,359628800,4.328438,4.300581,0.00001000
43920,359792640,4.288168,4.300581,0.00001000
43940,359956480,4.162026,4.300581,0.00001000
43960,360120320,4.278141,4.300581,0.00001000
43980,360284160,4.292122,4.300581,0.00001000
44000,360448000,4.414225,4.372798,0.00001000
44020,360611840,4.252948,4.372798,0.00001000
44040,360775680,4.361180,4.372798,0.00001000
44060,360939520,4.333853,4.372798,0.00001000
44080,361103360,4.437827,4.372798,0.00001000
44100,361267200,4.387599,4.372798,0.00001000
44120,361431040,4.437610,4.372798,0.00001000
44140,361594880,4.451765,4.372798,0.00001000
44160,361758720,4.231833,4.372798,0.00001000
44180,361922560,4.443106,4.372798,0.00001000
44200,362086400,4.296951,4.455876,0.00001000
44220,362250240,4.358372,4.455876,0.00001000
44240,362414080,4.571619,4.455876,0.00001000
44260,362577920,4.488170,4.455876,0.00001000
44280,362741760,4.328938,4.455876,0.00001000
44300,362905600,4.309453,4.455876,0.00001000
44320,363069440,4.423567,4.455876,0.00001000
44340,363233280,4.313085,4.455876,0.00001000
44360,363397120,4.458964,4.455876,0.00001000
44380,363560960,4.536546,4.455876,0.00001000
44400,363724800,4.441441,4.571373,0.00001000
44420,363888640,4.215900,4.571373,0.00001000
44440,364052480,4.196957,4.571373,0.00001000
44460,364216320,4.279784,4.571373,0.00001000
44480,364380160,4.232839,4.571373,0.00001000
44500,364544000,4.447735,4.571373,0.00001000
44520,364707840,4.422306,4.571373,0.00001000
44540,364871680,4.139498,4.571373,0.00001000
44560,365035520,4.310499,4.571373,0.00001000
44580,365199360,4.483375,4.571373,0.00001000
44600,365363200,4.422049,4.387209,0.00001000
44620,365527040,4.180949,4.387209,0.00001000
44640,365690880,4.363416,4.387209,0.00001000
44660,365854720,4.290308,4.387209,0.00001000
44680,366018560,4.274103,4.387209,0.00001000
44700,366182400,4.291761,4.387209,0.00001000
44720,366346240,4.676384,4.387209,0.00001000
44740,366510080,4.386955,4.387209,0.00001000
44760,366673920,4.376711,4.387209,0.00001000
44780,366837760,4.462048,4.387209,0.00001000
44800,367001600,4.358829,4.493069,0.00001000
44820,367165440,4.307147,4.493069,0.00001000
44840,367329280,4.311300,4.493069,0.00001000
44860,367493120,4.324774,4.493069,0.00001000
44880,367656960,4.569625,4.493069,0.00001000
44900,367820800,4.348066,4.493069,0.00001000
44920,367984640,4.238858,4.493069,0.00001000
44940,368148480,4.358946,4.493069,0.00001000
44960,368312320,4.359328,4.493069,0.00001000
44980,368476160,4.326979,4.493069,0.00001000
45000,368640000,4.384141,4.454042,0.00001000
45020,368803840,4.298813,4.454042,0.00001000
45040,368967680,4.228795,4.454042,0.00001000
45060,369131520,4.521366,4.454042,0.00001000
45080,369295360,4.286889,4.454042,0.00001000
45100,369459200,4.306103,4.454042,0.00001000
45120,369623040,4.431891,4.454042,0.00001000
45140,369786880,4.246473,4.454042,0.00001000
45160,369950720,4.312741,4.454042,0.00001000
45180,370114560,4.244838,4.454042,0.00001000
45200,370278400,4.358186,4.372440,0.00001000
45220,370442240,4.382350,4.372440,0.00001000
45240,370606080,4.390318,4.372440,0.00001000
45260,370769920,4.175834,4.372440,0.00001000
45280,370933760,4.431340,4.372440,0.00001000
45300,371097600,4.172546,4.372440,0.00001000
45320,371261440,4.346385,4.372440,0.00001000
45340,371425280,4.492172,4.372440,0.00001000
45360,371589120,4.366990,4.372440,0.00001000
45380,371752960,4.432704,4.372440,0.00001000
45400,371916800,4.448087,4.454993,0.00001000
45420,372080640,4.431573,4.454993,0.00001000
45440,372244480,4.283555,4.454993,0.00001000
45460,372408320,4.431087,4.454993,0.00001000
45480,372572160,4.467274,4.454993,0.00001000
45500,372736000,4.200763,4.454993,0.00001000
45520,372899840,4.335848,4.454993,0.00001000
45540,373063680,4.259580,4.454993,0.00001000
45560,373227520,4.238866,4.454993,0.00001000
45580,373391360,4.252239,4.454993,0.00001000
45600,373555200,4.340998,4.438072,0.00001000
45620,373719040,4.270533,4.438072,0.00001000
45640,373882880,4.420827,4.438072,0.00001000
45660,374046720,4.463285,4.438072,0.00001000
45680,374210560,4.279586,4.438072,0.00001000
45700,374374400,4.280451,4.438072,0.00001000
45720,374538240,4.323708,4.438072,0.00001000
45740,374702080,4.221171,4.438072,0.00001000
45760,374865920,4.274016,4.438072,0.00001000
45780,375029760,4.239709,4.438072,0.00001000
45800,375193600,4.458139,4.553901,0.00001000
45820,375357440,4.095824,4.553901,0.00001000
45840,375521280,4.435806,4.553901,0.00001000
45860,375685120,4.340856,4.553901,0.00001000
45880,375848960,4.310035,4.553901,0.00001000
45900,376012800,4.243737,4.553901,0.00001000
45920,376176640,4.267210,4.553901,0.00001000
45940,376340480,4.255152,4.553901,0.00001000
45960,376504320,4.376661,4.553901,0.00001000
45980,376668160,4.343484,4.553901,0.00001000
46000,376832000,4.459238,4.452385,0.00001000
46020,376995840,4.382122,4.452385,0.00001000
46040,377159680,4.463803,4.452385,0.00001000
46060,377323520,4.330086,4.452385,0.00001000
46080,377487360,4.205668,4.452385,0.00001000
46100,377651200,4.194673,4.452385,0.00001000
46120,377815040,4.312691,4.452385,0.00001000
46140,377978880,4.376367,4.452385,0.00001000
46160,378142720,4.304741,4.452385,0.00001000
46180,378306560,4.278691,4.452385,0.00001000
46200,378470400,4.365920,4.361436,0.00001000
46220,378634240,4.285570,4.361436,0.00001000
46240,378798080,4.400370,4.361436,0.00001000
46260,378961920,4.647738,4.361436,0.00001000
46280,379125760,4.447896,4.361436,0.00001000
46300,379289600,4.275576,4.361436,0.00001000
46320,379453440,4.230338,4.361436,0.00001000
46340,379617280,4.349184,4.361436,0.00001000
46360,379781120,4.099092,4.361436,0.00001000
46380,379944960,4.453422,4.361436,0.00001000
46400,380108800,4.386354,4.369692,0.00001000
46420,380272640,4.321533,4.369692,0.00001000
46440,380436480,4.448947,4.369692,0.00001000
46460,380600320,4.143941,4.369692,0.00001000
46480,380764160,4.420521,4.369692,0.00001000
46500,380928000,4.370454,4.369692,0.00001000
46520,381091840,4.284890,4.369692,0.00001000
46540,381255680,4.269089,4.369692,0.00001000
46560,381419520,4.328895,4.369692,0.00001000
46580,381583360,4.397997,4.369692,0.00001000
46600,381747200,4.429857,4.390853,0.00001000
46620,381911040,4.339524,4.390853,0.00001000
46640,382074880,4.359489,4.390853,0.00001000
46660,382238720,4.557197,4.390853,0.00001000
46680,382402560,4.235403,4.390853,0.00001000
46700,382566400,4.333757,4.390853,0.00001000
46720,382730240,4.347557,4.390853,0.00001000
46740,382894080,4.382858,4.390853,0.00001000
46760,383057920,4.526345,4.390853,0.00001000
46780,383221760,4.391559,4.390853,0.00001000
46800,383385600,4.189886,4.377348,0.00001000
46820,383549440,4.236204,4.377348,0.00001000
46840,383713280,4.407205,4.377348,0.00001000
46860,383877120,4.109047,4.377348,0.00001000
46880,384040960,4.367267,4.377348,0.00001000
46900,384204800,4.218080,4.377348,0.00001000
46920,384368640,4.315278,4.377348,0.00001000
46940,384532480,4.322471,4.377348,0.00001000
46960,384696320,4.389738,4.377348,0.00001000
46980,384860160,4.583982,4.377348,0.00001000
47000,385024000,4.284708,4.379213,0.00001000
47020,385187840,4.433904,4.379213,0.00001000
47040,385351680,4.384316,4.379213,0.00001000
47060,385515520,4.183333,4.379213,0.00001000
47080,385679360,4.324566,4.379213,0.00001000
47100,385843200,4.269550,4.379213,0.00001000
47120,386007040,4.286195,4.379213,0.00001000
47140,386170880,4.619392,4.379213,0.00001000
47160,386334720,4.150114,4.379213,0.00001000
47180,386498560,4.282820,4.379213,0.00001000
47200,386662400,4.260728,4.374520,0.00001000
47220,386826240,4.579912,4.374520,0.00001000
47240,386990080,4.375195,4.374520,0.00001000
47260,387153920,4.340566,4.374520,0.00001000
47280,387317760,4.052066,4.374520,0.00001000
47300,387481600,4.093561,4.374520,0.00001000
47320,387645440,4.261493,4.374520,0.00001000
47340,387809280,4.342701,4.374520,0.00001000
47360,387973120,4.477838,4.374520,0.00001000
47380,388136960,4.418299,4.374520,0.00001000
47400,388300800,4.409276,4.409293,0.00001000
47420,388464640,4.240776,4.409293,0.00001000
47440,388628480,4.160515,4.409293,0.00001000
47460,388792320,4.319581,4.409293,0.00001000
47480,388956160,4.283921,4.409293,0.00001000
47500,389120000,4.288914,4.409293,0.00001000
47520,389283840,4.380897,4.409293,0.00001000
47540,389447680,4.400782,4.409293,0.00001000
47560,389611520,4.332763,4.409293,0.00001000
47580,389775360,4.365239,4.409293,0.00001000
47600,389939200,4.500929,4.322108,0.00001000
47620,390103040,4.573002,4.322108,0.00001000
47640,390266880,4.641538,4.322108,0.00001000
47660,390430720,4.424392,4.322108,0.00001000
47680,390594560,4.456911,4.322108,0.00001000
47700,390758400,4.404976,4.322108,0.00001000
47720,390922240,4.534198,4.322108,0.00001000
47740,391086080,4.474915,4.322108,0.00001000
47760,391249920,4.329397,4.322108,0.00001000
47780,391413760,4.281526,4.322108,0.00001000
47800,391577600,4.373541,4.414688,0.00001000
47820,391741440,4.453947,4.414688,0.00001000
47840,391905280,4.323932,4.414688,0.00001000
47860,392069120,4.086039,4.414688,0.00001000
47880,392232960,4.200162,4.414688,0.00001000
47900,392396800,4.364915,4.414688,0.00001000
47920,392560640,4.272752,4.414688,0.00001000
47940,392724480,4.304260,4.414688,0.00001000
47960,392888320,4.184094,4.414688,0.00001000
47980,393052160,4.424409,4.414688,0.00001000
48000,393216000,4.350752,4.333663,0.00001000
48020,393379840,4.448199,4.333663,0.00001000
48040,393543680,4.384988,4.333663,0.00001000
48060,393707520,4.271995,4.333663,0.00001000
48080,393871360,4.359708,4.333663,0.00001000
48100,394035200,4.228346,4.333663,0.00001000
48120,394199040,4.584119,4.333663,0.00001000
48140,394362880,4.425233,4.333663,0.00001000
48160,394526720,4.314298,4.333663,0.00001000
48180,394690560,4.413172,4.333663,0.00001000
48200,394854400,4.336584,4.375029,0.00001000
48220,395018240,4.376566,4.375029,0.00001000
48240,395182080,4.229720,4.375029,0.00001000
48260,395345920,4.272852,4.375029,0.00001000
48280,395509760,4.210536,4.375029,0.00001000
48300,395673600,4.463987,4.375029,0.00001000
48320,395837440,4.426632,4.375029,0.00001000
48340,396001280,4.363301,4.375029,0.00001000
48360,396165120,4.316023,4.375029,0.00001000
48380,396328960,4.325735,4.375029,0.00001000
48400,396492800,4.342053,4.242329,0.00001000
48420,396656640,4.218200,4.242329,0.00001000
48440,396820480,4.409937,4.242329,0.00001000
48460,396984320,4.312300,4.242329,0.00001000
48480,397148160,4.375142,4.242329,0.00001000
48500,397312000,4.656581,4.242329,0.00001000
48520,397475840,4.346700,4.242329,0.00001000
